,hour,total_count,is_holiday_0,is_holiday_1,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
3669,19,407,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3670,20,336,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3671,21,189,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3672,22,173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3673,23,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3674,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3675,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3676,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3677,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3678,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3679,5,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3680,6,126,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3681,7,334,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3682,8,477,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3683,9,217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3684,10,123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3685,11,151,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3686,12,183,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3687,13,196,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3688,14,146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3689,15,183,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3690,16,308,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3691,17,539,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3692,18,551,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3693,19,424,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3694,20,346,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3695,21,218,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3696,22,153,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3697,23,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3698,0,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3699,1,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3700,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3701,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3702,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3703,5,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3704,6,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3705,7,353,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3706,8,481,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3707,9,202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3708,10,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3709,11,134,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3710,12,149,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3711,13,136,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3712,14,155,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3713,15,128,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3714,16,233,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3715,17,506,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3716,18,459,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3717,19,384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3718,20,280,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3719,21,202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3720,22,176,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3721,23,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3722,0,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3723,1,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3724,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3725,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3726,4,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3727,5,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3728,6,118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3729,7,314,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3730,8,432,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3731,9,168,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3732,10,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3733,11,118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3734,12,140,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3735,13,136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3736,14,118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3737,15,104,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3738,16,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3739,17,409,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3740,18,466,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3741,19,326,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3742,20,254,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3743,21,171,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3744,22,153,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3745,23,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3746,0,69,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3747,1,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3748,2,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3749,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3750,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3751,5,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3752,6,104,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3753,7,267,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3754,8,452,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3755,9,213,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3756,10,111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3757,11,153,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3758,12,207,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3759,13,189,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3760,14,165,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3761,15,212,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3762,16,285,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3763,17,517,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3764,18,463,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3765,19,306,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3766,20,250,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3767,21,218,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3768,22,185,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3769,23,146,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3770,0,117,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3771,1,77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3772,2,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3773,3,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3774,4,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3775,5,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3776,6,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3777,7,68,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3778,8,143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3779,9,230,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3780,10,264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3781,11,325,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3782,12,347,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3783,13,387,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3784,14,380,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3785,15,374,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3786,16,394,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3787,17,337,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3788,18,286,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3789,19,264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3790,20,275,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3791,21,220,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3792,22,190,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3793,23,131,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3794,0,119,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3795,1,93,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3796,2,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3797,3,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3798,4,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3799,5,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3800,6,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3801,7,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3802,8,92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3803,9,182,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3804,10,311,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3805,11,367,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3806,12,420,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3807,13,373,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3808,14,315,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3809,15,360,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3810,16,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3811,17,252,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3812,18,256,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3813,19,223,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3814,20,206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3815,21,140,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3816,22,128,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3817,23,107,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3818,0,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3819,1,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3820,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3821,3,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3822,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3823,5,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3824,6,105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3825,7,328,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3826,8,476,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3827,9,224,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3828,10,118,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3829,11,159,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3830,12,196,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3831,13,227,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3832,14,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3833,15,185,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3834,16,326,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3835,17,601,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3836,18,586,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3837,19,423,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3838,20,331,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3839,21,218,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3840,22,134,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3841,23,89,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3842,0,31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3843,1,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3844,2,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3845,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3846,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3847,5,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3848,6,113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3849,7,365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3850,8,486,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3851,9,193,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3852,10,130,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3853,11,143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3854,12,169,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3855,13,209,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3856,14,159,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3857,15,178,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3858,16,330,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3859,17,569,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3860,18,538,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3861,19,386,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3862,20,297,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3863,21,243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3864,22,188,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3865,23,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3866,0,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3867,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3868,2,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3869,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3870,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3871,5,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3872,6,121,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3873,7,370,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3874,8,498,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3875,9,207,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3876,10,135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3877,11,164,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3878,12,211,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3879,13,189,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3880,14,178,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3881,15,164,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3882,16,312,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3883,17,638,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3884,18,607,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3885,19,416,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3886,20,330,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3887,21,257,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3888,22,175,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3889,23,107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3890,0,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3891,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3892,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3893,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3894,4,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3895,5,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3896,6,112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3897,7,188,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3898,8,388,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3899,9,261,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3900,10,121,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3901,11,150,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3902,12,206,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3903,13,151,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3904,14,153,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3905,15,159,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3906,16,294,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3907,17,272,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3908,18,325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3909,19,327,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3910,20,201,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3911,21,188,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3912,22,151,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3913,23,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3914,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3915,1,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3916,2,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3917,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3918,4,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3919,5,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3920,6,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3921,7,250,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3922,8,454,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3923,9,224,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3924,10,170,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3925,11,181,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3926,12,243,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3927,13,204,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3928,14,215,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3929,15,243,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3930,16,355,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3931,17,552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3932,18,450,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3933,19,328,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3934,20,232,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3935,21,208,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3936,22,175,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3937,23,178,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3938,0,104,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3939,1,95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3940,2,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3941,3,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3942,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3943,5,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3944,6,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3945,7,57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3946,8,131,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3947,9,218,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3948,10,244,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3949,11,404,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3950,12,420,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3951,13,327,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
